,userIndex,foodIndex,eventStrength
136,42,1,1
137,42,71,1
138,42,14,1
139,42,49,1
140,42,55,1
141,42,75,1
142,43,27,1
143,44,7,1
144,46,58,1
145,46,46,1
146,46,64,1
147,46,6,1
148,46,7,1
149,46,57,1
150,46,8,1
151,46,25,1
152,46,60,1
153,46,59,1
154,46,10,1
155,46,47,1
156,46,28,1
157,47,51,1
158,47,50,1
159,47,8,1
160,48,37,1
161,48,66,1
162,48,74,1
163,49,58,1
164,49,46,1
165,49,64,1
166,49,6,1
167,49,7,1
168,49,57,1
169,49,8,1
170,49,25,1
171,49,60,1
172,49,59,1
173,49,10,1
174,49,47,1
175,49,28,1
176,50,7,1
177,51,7,1
178,52,44,1
179,53,4,1
180,54,12,1
181,55,44,1
182,56,58,1
183,56,46,1
184,56,64,1
185,56,6,1
186,56,7,1
187,56,57,1
188,56,8,1
189,56,25,1
190,56,60,1
191,56,59,1
192,56,10,1
193,56,47,1
194,56,28,1
195,57,7,1
196,58,44,1
197,59,58,1
198,59,46,1
199,59,64,1
200,59,6,1
201,59,7,1
202,59,57,1
203,59,8,1
204,59,25,1
205,59,60,1
206,59,59,1
207,59,10,1
208,59,47,1
209,59,28,1
210,60,44,1
211,61,58,1
212,61,46,1
213,61,64,1
214,61,6,1
215,61,7,1
216,61,57,1
217,61,8,1
218,61,25,1
219,61,60,1
220,61,59,1
221,61,10,1
222,61,47,1
223,61,28,1
224,62,30,1
225,63,58,1
226,63,46,1
227,63,64,1
228,63,6,1
229,63,7,1
230,63,57,1
231,63,8,1
232,63,25,1
233,63,60,1
234,63,59,1
235,63,10,1
236,63,47,1
237,63,28,1
238,64,58,1
239,64,46,1
240,64,64,1
241,64,6,1
242,64,7,1
243,64,57,1
244,64,8,1
245,64,25,1
246,64,60,1
247,64,59,1
248,64,10,1
249,64,47,1
250,64,28,1
251,65,29,1
252,66,26,1
253,66,27,1
254,66,29,1
255,67,44,1
256,68,23,1
257,68,19,1
258,68,22,1
259,68,18,1
260,69,4,1
261,70,58,1
262,70,46,1
263,70,64,1
264,70,6,1
265,70,7,1
266,70,57,1
267,70,8,1
268,70,25,1
269,70,60,1
270,70,59,1
271,70,10,1
272,70,47,1
273,70,28,1
274,71,58,1
275,71,46,1
276,71,64,1
277,71,6,1
278,71,7,1
279,71,57,1
280,71,8,1
281,71,25,1
282,71,60,1
283,71,59,1
284,71,10,1
285,71,47,1
286,71,28,1
287,72,27,1
288,73,4,1
289,73,5,1
290,73,15,1
291,73,47,1
292,73,44,1
293,74,58,1
294,74,46,1
295,74,64,1
296,74,6,1
297,74,7,1
298,74,57,1
299,74,8,1
300,74,25,1
301,74,60,1
302,74,59,1
303,74,10,1
304,74,47,1
305,74,28,1
306,75,4,1
307,76,4,1
308,76,5,1
309,76,15,1
310,76,47,1
311,76,44,1
312,77,7,1
313,78,7,1
314,79,51,1
315,80,44,1
316,81,4,1
317,82,37,1
318,83,44,1
319,84,7,1
320,85,4,1
321,86,37,1
322,87,58,1
323,87,46,1
324,87,64,1
325,87,6,1
326,87,7,1
327,87,57,1
328,87,8,1
329,87,25,1
330,87,60,1
331,87,59,1
332,87,10,1
333,87,47,1
334,87,28,1
335,88,30,1
336,89,44,1
337,91,7,1
338,92,44,1
339,93,58,1
340,93,46,1
341,93,64,1
342,93,6,1
343,93,7,1
344,93,57,1
345,93,8,1
346,93,25,1
347,93,60,1
348,93,59,1
349,93,10,1
350,93,47,1
351,93,28,1
352,94,58,1
353,94,46,1
354,94,64,1
355,94,6,1
356,94,7,1
357,94,57,1
358,94,8,1
359,94,25,1
360,94,60,1
361,94,59,1
362,94,10,1
363,94,47,1
364,94,28,1
365,95,37,1
366,96,20,1
367,97,7,1
368,98,18,1
369,99,27,1
370,100,18,1
371,101,7,1
372,102,58,1
373,102,46,1
374,102,64,1
375,102,6,1
376,102,7,1
377,102,57,1
378,102,8,1
379,102,25,1
380,102,60,1
381,102,59,1
382,102,10,1
383,102,47,1
384,102,28,1
385,103,11,1
386,104,44,1
387,105,44,1
388,106,20,1
389,107,7,1
390,108,4,1
391,109,58,1
392,109,46,1
393,109,64,1
394,109,6,1
395,109,7,1
396,109,57,1
397,109,8,1
398,109,25,1
399,109,60,1
400,109,59,1
401,109,10,1
402,109,47,1
403,109,28,1
404,110,27,1
405,111,44,1
406,112,58,1
407,112,46,1
408,112,64,1
409,112,6,1
410,112,7,1
411,112,57,1
412,112,8,1
413,112,25,1
414,112,60,1
415,112,59,1
416,112,10,1
417,112,47,1
418,112,28,1
419,113,44,1
420,114,27,1
421,115,32,1
422,116,48,1
423,116,2,1
424,116,3,1
425,116,1,1
426,116,71,1
427,116,14,1
428,116,49,1
429,116,55,1
430,116,75,1
431,117,44,1
432,118,7,1
433,119,9,1
434,120,20,1
435,121,31,1
436,122,7,1
437,123,44,1
438,124,7,1
439,125,44,1
440,126,19,1
441,126,1,1
442,126,39,1
443,127,44,1
444,128,58,1
445,128,46,1
446,128,64,1
447,128,6,1
448,128,7,1
449,128,57,1
450,128,8,1
451,128,25,1
452,128,60,1
453,128,59,1
454,128,10,1
455,128,47,1
456,128,28,1
457,129,10,1
458,130,7,1
459,131,44,1
460,132,7,1
461,133,44,1
462,134,42,1
463,135,72,1
464,135,26,1
465,135,76,1
466,135,41,1
467,135,33,1
468,135,34,1
469,135,45,1
470,135,27,1
471,135,61,1
472,135,29,1
473,137,58,1
474,137,46,1
475,137,64,1
476,137,6,1
477,137,7,1
478,137,57,1
479,137,8,1
480,137,25,1
481,137,60,1
482,137,59,1
483,137,10,1
484,137,47,1
485,137,28,1
486,138,8,1
487,139,48,1
488,139,2,1
489,139,3,1
490,139,1,1
491,139,71,1
492,139,14,1
493,139,49,1
494,139,55,1
495,139,75,1
496,140,7,1
497,141,54,1
498,142,44,1
499,143,44,1
500,144,37,1
501,145,58,1
502,145,46,1
503,145,64,1
504,145,6,1
505,145,7,1
506,145,57,1
507,145,8,1
508,145,25,1
509,145,60,1
510,145,59,1
511,145,10,1
512,145,47,1
513,145,28,1
514,146,58,1
515,146,46,1
516,146,64,1
517,146,6,1
518,146,7,1
519,146,57,1
520,146,8,1
521,146,25,1
522,146,60,1
523,146,59,1
524,146,10,1
525,146,47,1
526,146,28,1
527,147,4,1
528,147,5,1
529,147,15,1
530,147,47,1
531,147,44,1
532,148,27,1
533,149,58,1
534,149,46,1
535,149,64,1
536,149,6,1
537,149,7,1
538,149,57,1
539,149,8,1
540,149,25,1
541,149,60,1
542,149,59,1
543,149,10,1
544,149,47,1
545,149,28,1
546,150,27,1
547,151,10,1
548,152,29,1
549,153,47,1
550,154,54,1
551,154,49,1
552,154,55,1
553,155,44,1
554,156,44,1
555,157,51,1
556,158,19,1
557,159,44,1
558,160,58,1
559,160,46,1
560,160,48,1
561,160,16,1
562,160,51,1
563,160,36,1
564,160,2,1
565,160,23,1
566,160,4,1
567,160,5,1
568,160,20,1
569,160,19,1
570,160,3,1
571,160,64,1
572,160,37,1
573,160,72,1
574,160,22,1
575,160,38,1
576,160,26,1
577,160,76,1
578,160,50,1
579,160,66,1
580,160,73,1
581,160,52,1
582,160,1,1
583,160,71,1
584,160,6,1
585,160,41,1
586,160,53,1
587,160,14,1
588,160,54,1
589,160,7,1
590,160,15,1
591,160,43,1
592,160,67,1
593,160,62,1
594,160,32,1
595,160,49,1
596,160,57,1
597,160,8,1
598,160,17,1
599,160,74,1
600,160,55,1
601,160,25,1
602,160,33,1
603,160,69,1
604,160,68,1
605,160,63,1
606,160,60,1
607,160,59,1
608,160,39,1
609,160,24,1
610,160,34,1
611,160,11,1
612,160,9,1
613,160,10,1
614,160,30,1
615,160,31,1
616,160,65,1
617,160,47,1
618,160,75,1
619,160,18,1
620,160,44,1
621,160,12,1
622,160,35,1
623,160,40,1
624,160,13,1
625,160,45,1
626,160,70,1
627,160,27,1
628,160,61,1
629,160,29,1
630,160,28,1
631,160,42,1
632,161,47,1
633,162,44,1
634,163,58,1
635,163,46,1
636,163,64,1
637,163,6,1
638,163,7,1
639,163,57,1
640,163,8,1
641,163,25,1
642,163,60,1
643,163,59,1
644,163,10,1
645,163,47,1
646,163,28,1
647,164,44,1
648,165,4,1
649,166,7,1
650,167,44,1
651,168,22,1
652,168,38,1
653,168,52,1
654,168,53,1
655,168,33,1
656,168,24,1
657,168,11,1
658,168,30,1
659,168,31,1
660,168,12,1
661,169,2,1
662,169,3,1
663,169,71,1
664,170,58,1
665,170,46,1
666,170,64,1
667,170,6,1
668,170,7,1
669,170,57,1
670,170,8,1
671,170,25,1
672,170,60,1
673,170,59,1
674,170,10,1
675,170,47,1
676,170,28,1
677,171,58,1
678,171,46,1
679,171,64,1
680,171,6,1
681,171,7,1
682,171,57,1
683,171,8,1
684,171,25,1
685,171,60,1
686,171,59,1
687,171,10,1
688,171,47,1
689,171,28,1
690,172,44,1
691,173,44,1
692,174,44,1
693,175,50,1
694,176,58,1
695,176,46,1
696,176,64,1
697,176,6,1
698,176,7,1
699,176,57,1
700,176,8,1
701,176,25,1
702,176,60,1
703,176,59,1
704,176,10,1
705,176,47,1
706,176,28,1
707,177,37,1
708,178,44,1
709,179,58,1
710,179,46,1
711,179,64,1
712,179,6,1
713,179,7,1
714,179,57,1
715,179,8,1
716,179,25,1
717,179,60,1
718,179,59,1
719,179,10,1
720,179,47,1
721,179,28,1
722,180,54,1
723,181,54,1
724,183,4,1
725,183,5,1
726,183,15,1
727,183,47,1
728,183,44,1
729,184,20,1
730,185,32,1
731,186,51,1
732,186,50,1
733,187,58,1
734,187,46,1
735,187,64,1
736,187,6,1
737,187,7,1
738,187,57,1
739,187,8,1
740,187,25,1
741,187,60,1
742,187,59,1
743,187,10,1
744,187,47,1
745,187,28,1
746,188,44,1
747,189,20,1
748,190,37,1
749,191,7,1
750,192,58,1
751,192,46,1
752,192,64,1
753,192,6,1
754,192,7,1
755,192,57,1
756,192,8,1
757,192,25,1
758,192,60,1
759,192,59,1
760,192,10,1
761,192,47,1
762,192,28,1
763,193,44,1
764,194,44,1
765,195,58,1
766,195,46,1
767,195,64,1
768,195,6,1
769,195,7,1
770,195,57,1
771,195,8,1
772,195,25,1
773,195,60,1
774,195,59,1
775,195,10,1
776,195,47,1
777,195,28,1
778,196,7,1
779,197,23,1
780,197,19,1
781,197,22,1
782,197,18,1
783,198,4,1
784,199,23,1
785,199,19,1
786,199,22,1
787,199,18,1
788,200,44,1
789,201,4,1
790,202,66,1
791,203,44,1
792,204,58,1
793,204,46,1
794,204,64,1
795,204,6,1
796,204,7,1
797,204,57,1
798,204,8,1
799,204,25,1
800,204,60,1
801,204,59,1
802,204,10,1
803,204,47,1
804,204,28,1
805,205,2,1
806,205,3,1
807,205,71,1
808,206,44,1
809,207,19,1
810,208,7,1
811,209,47,1
812,210,60,1
813,211,44,1
814,212,44,1
815,213,27,1
816,214,58,1
817,214,46,1
818,214,64,1
819,214,6,1
820,214,7,1
821,214,57,1
822,214,8,1
823,214,25,1
824,214,60,1
825,214,59,1
826,214,10,1
827,214,47,1
828,214,28,1
829,215,58,1
830,215,46,1
831,215,64,1
832,215,6,1
833,215,7,1
834,215,57,1
835,215,8,1
836,215,25,1
837,215,60,1
838,215,59,1
839,215,10,1
840,215,47,1
841,215,28,1
842,216,44,1
843,217,47,1
844,218,51,1
